type,code,fullCode,name,provinsiCode,kabupatenKotaCode,kabupatenKotaFullCode,createdAt,updatedAt
kecamatan,010,1101010,TEUPAH SELATAN,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1101020,SIMEULUE TIMUR,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1101021,TEUPAH BARAT,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1101022,TEUPAH TENGAH,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1101030,SIMEULUE TENGAH,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1101031,TELUK DALAM,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,032,1101032,SIMEULUE CUT,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1101040,SALANG,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1101050,SIMEULUE BARAT,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,051,1101051,ALAFAN,11,01,1101,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1102010,PULAU BANYAK,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1102011,PULAU BANYAK BARAT,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1102020,SINGKIL,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1102021,SINGKIL UTARA,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1102022,KUALA BARU,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1102030,SIMPANG KANAN,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1102031,GUNUNG MERIAH,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,032,1102032,DANAU PARIS,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,033,1102033,SURO,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,042,1102042,SINGKOHOR,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,043,1102043,KOTA BAHARU,11,02,1102,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1103010,TRUMON,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1103011,TRUMON TIMUR,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,012,1103012,TRUMON TENGAH,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1103020,BAKONGAN,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1103021,BAKONGAN TIMUR,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1103022,KOTA BAHAGIA,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1103030,KLUET SELATAN,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1103031,KLUET TIMUR,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1103040,KLUET UTARA,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1103041,PASIE RAJA,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,042,1103042,KLUET TENGAH,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1103050,TAPAK TUAN,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1103060,SAMA DUA,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1103070,SAWANG,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1103080,MEUKEK,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1103090,LABUHAN HAJI,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,091,1103091,LABUHAN HAJI TIMUR,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,092,1103092,LABUHAN HAJI BARAT,11,03,1103,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1104010,LAWE ALAS,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1104011,BABUL RAHMAH,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,012,1104012,TANOH ALAS,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1104020,LAWE SIGALA-GALA,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1104021,BABUL MAKMUR,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1104022,SEMADAM,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,023,1104023,LEUSER,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1104030,BAMBEL,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1104031,BUKIT TUSAM,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,032,1104032,LAWE SUMUR,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1104040,BABUSSALAM,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1104041,LAWE BULAN,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1104050,BADAR,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,051,1104051,DARUL HASANAH,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,052,1104052,KETAMBE,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,053,1104053,DELENG POKHKISEN,11,04,1104,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,100,1105100,RANTAU SELAMAT,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,101,1105101,SUNGAI RAYA,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,110,1105110,PEUREULAK,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,111,1105111,PEUREULAK TIMUR,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,112,1105112,PEUREULAK BARAT,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,120,1105120,RANTO PEUREULAK,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,130,1105130,IDI RAYEUK,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,131,1105131,PEUDAWA,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,132,1105132,BANDA ALAM,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,133,1105133,IDI TUNONG,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,134,1105134,DARUL IHSAN,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,135,1105135,IDI TIMUR,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,140,1105140,DARUL AMAN,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,150,1105150,NURUSSALAM,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,151,1105151,DARUL FALAH,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,160,1105160,JULOK,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,161,1105161,INDRA MAKMUR,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,170,1105170,PANTE BIDARI,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,180,1105180,SIMPANG ULIM,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,181,1105181,MADAT,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1105080,SERBA JADI,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1105081,SIMPANG JERNIH,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,082,1105082,PEUNARON,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1105090,BIREM BAYEUN,11,05,1105,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1106010,LINGE,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1106011,ATU LINTANG,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,012,1106012,JAGONG JEGET,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1106020,BINTANG,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1106031,LUT TAWAR,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,032,1106032,KEBAYAKAN,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1106040,PEGASING,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1106041,BIES,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1106050,BEBESEN,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,051,1106051,KUTE PANANG,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1106060,SILIH NARA,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1106061,KETOL,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,062,1106062,CELALA,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,063,1106063,RUSIP ANTARA,11,06,1106,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1107050,JOHAN PAHLAWAN,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1107060,SAMATIGA,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1107061,BUBON,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,062,1107062,ARONGAN LAMBALEK,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1107070,WOYLA,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,071,1107071,WOYLA BARAT,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,072,1107072,WOYLA TIMUR,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1107080,KAWAY XVI,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1107081,MEUREUBO,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,082,1107082,PANTE CEUREUMEN,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,083,1107083,PANTON REU,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1107090,SUNGAI MAS,11,07,1107,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,100,1108100,SUKA MAKMUR,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,101,1108101,KUTA MALAKA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,102,1108102,SIMPANG TIGA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,110,1108110,DARUL IMARAH,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,111,1108111,DARUL KAMAL,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,120,1108120,PEUKAN BADA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,130,1108130,PULO ACEH,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1108010,LHOONG,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1108020,LHOKNGA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1108021,LEUPUNG,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1108030,INDRAPURI,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1108031,KUTA COT GLIE,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1108040,SEULIMEUM,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1108041,KOTA JANTHO,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,042,1108042,LEMBAH SEULAWAH,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1108050,MESJID RAYA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1108060,DARUSSALAM,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1108061,BAITUSSALAM,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1108070,KUTA BARO,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1108080,MONTASIK,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1108081,BLANG BINTANG,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1108090,INGIN JAYA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,091,1108091,KRUENG BARONA JAYA,11,08,1108,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,100,1109100,TANGSE,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,111,1109111,KEUMALA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,112,1109112,TITEUE,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,120,1109120,SAKTI,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,130,1109130,MILA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,140,1109140,PADANG TIJI,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,150,1109150,DELIMA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,151,1109151,GRONG GRONG,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,160,1109160,INDRAJAYA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,170,1109170,PEUKAN BARO,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,180,1109180,KEMBANG TANJONG,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,190,1109190,SIMPANG TIGA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,200,1109200,KOTA SIGLI,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,210,1109210,PIDIE,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,220,1109220,BATEE,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,230,1109230,MUARA TIGA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1109010,GEUMPANG,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1109011,MANE,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1109070,GLUMPANG TIGA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,071,1109071,GLUMPANG BARO,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1109080,MUTIARA,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1109081,MUTIARA TIMUR,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1109090,TIRO/TRUSEB,11,09,1109,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,100,1110100,GANDA PURA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,101,1110101,KUTA BLANG,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1110010,SAMALANGA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1110011,SIMPANG MAMPLAM,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1110020,PANDRAH,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1110030,JEUNIEB,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1110031,PEULIMBANG,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1110040,PEUDADA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1110050,JULI,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1110060,JEUMPA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1110061,KOTA JUANG,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,062,1110062,KUALA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1110070,JANGKA,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1110080,PEUSANGAN,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1110081,PEUSANGAN SELATAN,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,082,1110082,PEUSANGAN SIBLAH KRUENG,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1110090,MAKMUR,11,10,1110,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,100,1111100,BAKTIYA,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,101,1111101,BAKTIYA BARAT,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,110,1111110,LHOKSUKON,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,120,1111120,TANAH LUAS,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,121,1111121,NIBONG,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,130,1111130,SAMUDERA,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,140,1111140,SYAMTALIRA ARON,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,150,1111150,TANAH PASIR,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,151,1111151,LAPANG,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,160,1111160,MUARA BATU,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,170,1111170,DEWANTARA,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1111010,SAWANG,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1111020,NISAM,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1111021,NISAM ANTARA,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1111022,BANDA BARO,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1111030,KUTA MAKMUR,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1111031,SIMPANG KERAMAT,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1111040,SYAMTALIRA BAYU,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1111041,GEUREUDONG PASE,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1111050,MEURAH MULIA,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1111060,MATANGKULI,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1111061,PAYA BAKONG,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,062,1111062,PIRAK TIMU,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,070,1111070,COT GIREK,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,080,1111080,TANAH JAMBO AYE,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,081,1111081,LANGKAHAN,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,090,1111090,SEUNUDDON,11,11,1111,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1112010,MANGGENG,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1112011,LEMBAH SABIL,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1112020,TANGAN-TANGAN,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1112021,SETIA,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1112030,BLANG PIDIE,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,031,1112031,JEUMPA,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1112040,SUSOH,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1112050,KUALA BATEE,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1112060,BABAH ROT,11,12,1112,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1113010,KUTA PANJANG,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1113011,BLANG JERANGO,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1113020,BLANGKEJEREN,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1113021,PUTRI BETUNG,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,022,1113022,DABUN GELANG,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,023,1113023,BLANG PEGAYON,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1113030,PINING,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1113040,RIKIT GAIB,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,041,1113041,PANTAN CUACA,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1113050,TERANGUN,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,051,1113051,TRIPE JAYA,11,13,1113,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,010,1114010,TAMIANG HULU,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,011,1114011,BANDAR PUSAKA,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,020,1114020,KEJURUAN MUDA,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,021,1114021,TENGGULUN,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,030,1114030,RANTAU,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,040,1114040,KOTA KUALASIMPANG,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,050,1114050,SERUWAY,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,060,1114060,BENDAHARA,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
kecamatan,061,1114061,BANDA MULIA,11,14,1114,2025-07-25T15:55:17.819Z,2025-07-25T15:55:17.819Z
